bagfile,KF_x,KF_y,EKF_x,EKF_y,PF_x,PF_y
run1.bag,0.19638004287984198,1.383352923367408,0.20109082516551963,1.4025144161337886,2.430234285732437,2.2583604368647556
run3.bag,0.8038118958292063,0.28409184870995857,0.796932757586322,0.2943140148006374,1.4972414522006723,1.9884554078399976
